ID,VALUE
12747,Renda Não Informada
12749,Funcionário Público (Estatutário)
12751,Funcionário Público (CLT)
12753,Empresário
12755,Profissional liberal ou autônomo
12757,Aposentado / Pensionista
12759,Renda de aluguel
12761,Pensão alimentícia ou judicial
12763,Estagiário / Bolsista
12765,Func. registrado por empresa ou pessoa física (CLT)
12767,Militar
12769,Limite de Cartão de crédito
12771,Outro
12773,Movimentação Bancária (extratos)
